nacionalidad,sexo,pais_de_destino,periodo,total,fuente
Total,Ambos sexos,Estados Unidos de América,2016,14655,EM
Total,Ambos sexos,Estados Unidos de América,2015,13617,EM
Total,Ambos sexos,Estados Unidos de América,2014,12106,EM
Total,Ambos sexos,Estados Unidos de América,2013,12042,EM
Total,Ambos sexos,Estados Unidos de América,2012,7880,EM
Total,Ambos sexos,Estados Unidos de América,2011,8796,EM
Total,Ambos sexos,Estados Unidos de América,2010,7148,EM
Total,Ambos sexos,Estados Unidos de América,2009,7130,EM
Total,Ambos sexos,Estados Unidos de América,2008,7560,EM
Total,Ambos sexos,México,2020,2753,EM
Total,Ambos sexos,México,2019,3808,EM
Total,Ambos sexos,México,2018,3958,EM
Total,Ambos sexos,México,2017,4591,EM
Total,Ambos sexos,México,2016,4708,EM
Total,Ambos sexos,México,2015,4746,EM
Total,Ambos sexos,México,2014,3314,EM
Total,Ambos sexos,México,2013,5068,EM
Total,Ambos sexos,México,2012,3746,EM
Total,Ambos sexos,México,2011,3615,EM
Total,Ambos sexos,México,2010,3433,EM
Total,Ambos sexos,México,2009,3421,EM
Total,Ambos sexos,México,2008,3172,EM
Total,Ambos sexos,Canadá,2020,659,EM
Total,Ambos sexos,Canadá,2019,917,EM
Total,Ambos sexos,Canadá,2018,838,EM
Total,Ambos sexos,Canadá,2017,886,EM
Total,Ambos sexos,Canadá,2016,1391,EM
Total,Ambos sexos,Canadá,2015,1000,EM
Total,Ambos sexos,Canadá,2014,994,EM
Total,Ambos sexos,Canadá,2013,1469,EM
Total,Ambos sexos,Canadá,2012,1345,EM
Total,Ambos sexos,Canadá,2011,873,EM
Total,Ambos sexos,Canadá,2010,626,EM
Total,Ambos sexos,Canadá,2009,911,EM
Total,Ambos sexos,Canadá,2008,464,EM
Total,Ambos sexos,Centro América y Caribe,2020,9339,EM
Total,Ambos sexos,Centro América y Caribe,2019,11164,EM
Total,Ambos sexos,Centro América y Caribe,2018,10111,EM
Total,Ambos sexos,Centro América y Caribe,2017,10758,EM
Total,Ambos sexos,Centro América y Caribe,2016,10057,EM
Total,Ambos sexos,Centro América y Caribe,2015,10408,EM
Total,Ambos sexos,Centro América y Caribe,2014,12071,EM
Total,Ambos sexos,Centro América y Caribe,2013,17904,EM
Total,Ambos sexos,Centro América y Caribe,2012,13167,EM
Total,Ambos sexos,Centro América y Caribe,2011,11550,EM
Total,Ambos sexos,Centro América y Caribe,2010,10289,EM
Total,Ambos sexos,Centro América y Caribe,2009,9466,EM
Total,Ambos sexos,Centro América y Caribe,2008,7403,EM
Total,Ambos sexos,Cuba,2020,1552,EM
Total,Ambos sexos,Cuba,2019,2159,EM
Total,Ambos sexos,Cuba,2018,2185,EM
Total,Ambos sexos,Cuba,2017,1972,EM
Total,Ambos sexos,Cuba,2016,1555,EM
Total,Ambos sexos,Cuba,2015,1617,EM
Total,Ambos sexos,Cuba,2014,1879,EM
Total,Ambos sexos,Cuba,2013,2272,EM
Total,Ambos sexos,Cuba,2012,2034,EM
Total,Ambos sexos,Cuba,2011,1975,EM
Total,Ambos sexos,Cuba,2010,2355,EM
Total,Ambos sexos,Cuba,2009,2140,EM
Total,Ambos sexos,Cuba,2008,1460,EM
Total,Ambos sexos,Honduras,2020,2405,EM
Total,Ambos sexos,Honduras,2019,2647,EM
Total,Ambos sexos,Honduras,2018,1760,EM
Total,Ambos sexos,Honduras,2017,1538,EM
Total,Ambos sexos,Honduras,2016,1617,EM
Total,Ambos sexos,Honduras,2015,1519,EM
Total,Ambos sexos,Honduras,2014,2215,EM
Total,Ambos sexos,Honduras,2013,3637,EM
Total,Ambos sexos,Honduras,2012,2392,EM
Total,Ambos sexos,Honduras,2011,1853,EM
Total,Ambos sexos,Honduras,2010,1656,EM
Total,Ambos sexos,Honduras,2009,1525,EM
Total,Ambos sexos,Honduras,2008,1326,EM
Total,Ambos sexos,Nicaragua,2020,1132,EM
Total,Ambos sexos,Nicaragua,2019,1007,EM
Total,Ambos sexos,Nicaragua,2018,745,EM
Total,Ambos sexos,Nicaragua,2017,1274,EM
Total,Ambos sexos,Nicaragua,2016,1043,EM
Total,Ambos sexos,Nicaragua,2015,1062,EM
Total,Ambos sexos,Nicaragua,2014,1310,EM
Total,Ambos sexos,Nicaragua,2013,2188,EM
Total,Ambos sexos,Nicaragua,2012,1332,EM
Total,Ambos sexos,Nicaragua,2011,967,EM
Total,Ambos sexos,Nicaragua,2010,732,EM
Total,Ambos sexos,Nicaragua,2009,689,EM
Total,Ambos sexos,Nicaragua,2008,516,EM
Total,Ambos sexos,República Dominicana,2020,2904,EM
Total,Ambos sexos,República Dominicana,2019,3540,EM
Total,Ambos sexos,República Dominicana,2018,3882,EM
Total,Ambos sexos,República Dominicana,2017,4458,EM
Total,Ambos sexos,República Dominicana,2016,4511,EM
Total,Ambos sexos,República Dominicana,2015,4576,EM
Total,Ambos sexos,República Dominicana,2014,4710,EM
Total,Ambos sexos,República Dominicana,2013,6999,EM
Total,Ambos sexos,República Dominicana,2012,5487,EM
Total,Ambos sexos,República Dominicana,2011,4953,EM
Total,Ambos sexos,República Dominicana,2010,4076,EM
Total,Ambos sexos,República Dominicana,2009,3719,EM
Total,Ambos sexos,República Dominicana,2008,2717,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2020,1346,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2019,1811,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2018,1539,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2017,1516,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2016,1331,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2015,1635,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2014,1956,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2013,2809,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2012,1922,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2011,1803,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2010,1470,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2009,1393,EM
Total,Ambos sexos,Otros países de Centro América y Caribe,2008,1383,EM
Total,Ambos sexos,Sudamérica,2020,40470,EM
Total,Ambos sexos,Sudamérica,2019,52248,EM
Total,Ambos sexos,Sudamérica,2018,53282,EM
Total,Ambos sexos,Sudamérica,2017,62089,EM
Total,Ambos sexos,Sudamérica,2016,54471,EM
Total,Ambos sexos,Sudamérica,2015,68071,EM
Total,Ambos sexos,Sudamérica,2014,96140,EM
Total,Ambos sexos,Sudamérica,2013,158829,EM
Total,Ambos sexos,Sudamérica,2012,137397,EM
Total,Ambos sexos,Sudamérica,2011,129731,EM
Total,Ambos sexos,Sudamérica,2010,126476,EM
Total,Ambos sexos,Sudamérica,2009,122088,EM
Total,Ambos sexos,Sudamérica,2008,90882,EM
Total,Ambos sexos,Argentina,2020,4907,EM
Total,Ambos sexos,Argentina,2019,6843,EM
Total,Ambos sexos,Argentina,2018,6268,EM
Total,Ambos sexos,Argentina,2017,8030,EM
Total,Ambos sexos,Argentina,2016,6379,EM
Total,Ambos sexos,Argentina,2015,7368,EM
Total,Ambos sexos,Argentina,2014,9482,EM
Total,Ambos sexos,Argentina,2013,14569,EM
Total,Ambos sexos,Argentina,2012,13127,EM
Total,Ambos sexos,Argentina,2011,14689,EM
Total,Ambos sexos,Argentina,2010,15642,EM
Total,Ambos sexos,Argentina,2009,16813,EM
Total,Ambos sexos,Argentina,2008,13355,EM
Total,Ambos sexos,Bolivia,2020,2445,EM
Total,Ambos sexos,Bolivia,2019,3536,EM
Total,Ambos sexos,Bolivia,2018,4363,EM
Total,Ambos sexos,Bolivia,2017,5789,EM
Total,Ambos sexos,Bolivia,2016,5937,EM
Total,Ambos sexos,Bolivia,2015,7985,EM
Total,Ambos sexos,Bolivia,2014,12670,EM
Total,Ambos sexos,Bolivia,2013,23335,EM
Total,Ambos sexos,Bolivia,2012,20461,EM
Total,Ambos sexos,Bolivia,2011,19615,EM
Total,Ambos sexos,Bolivia,2010,21001,EM
Total,Ambos sexos,Bolivia,2009,22596,EM
Total,Ambos sexos,Bolivia,2008,20509,EM
Total,Ambos sexos,Brasil,2020,4414,EM
Total,Ambos sexos,Brasil,2019,5847,EM
Total,Ambos sexos,Brasil,2018,6014,EM
Total,Ambos sexos,Brasil,2017,6485,EM
Total,Ambos sexos,Brasil,2016,4987,EM
Total,Ambos sexos,Brasil,2015,6474,EM
Total,Ambos sexos,Brasil,2014,9100,EM
Total,Ambos sexos,Brasil,2013,16981,EM
Total,Ambos sexos,Brasil,2012,15458,EM
Total,Ambos sexos,Brasil,2011,16453,EM
Total,Ambos sexos,Brasil,2010,17320,EM
Total,Ambos sexos,Brasil,2009,18309,EM
Total,Ambos sexos,Brasil,2008,13801,EM
Total,Ambos sexos,Colombia,2020,9582,EM
Total,Ambos sexos,Colombia,2019,11084,EM
Total,Ambos sexos,Colombia,2018,10354,EM
Total,Ambos sexos,Colombia,2017,10984,EM
Total,Ambos sexos,Colombia,2016,9235,EM
Total,Ambos sexos,Colombia,2015,10433,EM
Total,Ambos sexos,Colombia,2014,14885,EM
Total,Ambos sexos,Colombia,2013,21995,EM
Total,Ambos sexos,Colombia,2012,18563,EM
Total,Ambos sexos,Colombia,2011,16571,EM
Total,Ambos sexos,Colombia,2010,15463,EM
Total,Ambos sexos,Colombia,2009,14346,EM
Total,Ambos sexos,Colombia,2008,9923,EM
Total,Ambos sexos,Chile,2020,1579,EM
Total,Ambos sexos,Chile,2019,2624,EM
Total,Ambos sexos,Chile,2018,2632,EM
Total,Ambos sexos,Chile,2017,3087,EM
Total,Ambos sexos,Chile,2016,3022,EM
Total,Ambos sexos,Chile,2015,4040,EM
Total,Ambos sexos,Chile,2014,5010,EM
Total,Ambos sexos,Chile,2013,7610,EM
Total,Ambos sexos,Chile,2012,5966,EM
Total,Ambos sexos,Chile,2011,5629,EM
Total,Ambos sexos,Chile,2010,5396,EM
Total,Ambos sexos,Chile,2009,4781,EM
Total,Ambos sexos,Chile,2008,3626,EM
Total,Ambos sexos,Ecuador,2020,5923,EM
Total,Ambos sexos,Ecuador,2019,8323,EM
Total,Ambos sexos,Ecuador,2018,10800,EM
Total,Ambos sexos,Ecuador,2017,13328,EM
Total,Ambos sexos,Ecuador,2016,11561,EM
Total,Ambos sexos,Ecuador,2015,15284,EM
Total,Ambos sexos,Ecuador,2014,21547,EM
Total,Ambos sexos,Ecuador,2013,34102,EM
Total,Ambos sexos,Ecuador,2012,29506,EM
Total,Ambos sexos,Ecuador,2011,26390,EM
Total,Ambos sexos,Ecuador,2010,24273,EM
Total,Ambos sexos,Ecuador,2009,20149,EM
Total,Ambos sexos,Ecuador,2008,12351,EM
Total,Ambos sexos,Paraguay,2020,2494,EM
Total,Ambos sexos,Paraguay,2019,3294,EM
Total,Ambos sexos,Paraguay,2018,3225,EM
Total,Ambos sexos,Paraguay,2017,3476,EM
Total,Ambos sexos,Paraguay,2016,3624,EM
Total,Ambos sexos,Paraguay,2015,4544,EM
Total,Ambos sexos,Paraguay,2014,7331,EM
Total,Ambos sexos,Paraguay,2013,14691,EM
Total,Ambos sexos,Paraguay,2012,12490,EM
Total,Ambos sexos,Paraguay,2011,10338,EM
Total,Ambos sexos,Paraguay,2010,8294,EM
Total,Ambos sexos,Paraguay,2009,7224,EM
Total,Ambos sexos,Paraguay,2008,4849,EM
Total,Ambos sexos,Perú,2020,3945,EM
Total,Ambos sexos,Perú,2019,5207,EM
Total,Ambos sexos,Perú,2018,4504,EM
Total,Ambos sexos,Perú,2017,4961,EM
Total,Ambos sexos,Perú,2016,4270,EM
Total,Ambos sexos,Perú,2015,5470,EM
Total,Ambos sexos,Perú,2014,7913,EM
Total,Ambos sexos,Perú,2013,12880,EM
Total,Ambos sexos,Perú,2012,11329,EM
Total,Ambos sexos,Perú,2011,10100,EM
Total,Ambos sexos,Perú,2010,8775,EM
Total,Ambos sexos,Perú,2009,7043,EM
Total,Ambos sexos,Perú,2008,4363,EM
Total,Ambos sexos,Uruguay,2020,1111,EM
Total,Ambos sexos,Uruguay,2019,1327,EM
Total,Ambos sexos,Uruguay,2018,1326,EM
Total,Ambos sexos,Uruguay,2017,1541,EM
Total,Ambos sexos,Uruguay,2016,1646,EM
Total,Ambos sexos,Uruguay,2015,2180,EM
Total,Ambos sexos,Uruguay,2014,2915,EM
Total,Ambos sexos,Uruguay,2013,4240,EM
Total,Ambos sexos,Uruguay,2012,3709,EM
Total,Ambos sexos,Uruguay,2011,3855,EM
Total,Ambos sexos,Uruguay,2010,4478,EM
Total,Ambos sexos,Uruguay,2009,4999,EM
Total,Ambos sexos,Uruguay,2008,3261,EM
Total,Ambos sexos,Venezuela,2020,4069,EM
Total,Ambos sexos,Venezuela,2019,4161,EM
Total,Ambos sexos,Venezuela,2018,3795,EM
Total,Ambos sexos,Venezuela,2017,4408,EM
Total,Ambos sexos,Venezuela,2016,3796,EM
Total,Ambos sexos,Venezuela,2015,4292,EM
Total,Ambos sexos,Venezuela,2014,5285,EM
Total,Ambos sexos,Venezuela,2013,8353,EM
Total,Ambos sexos,Venezuela,2012,6788,EM
Total,Ambos sexos,Venezuela,2011,6089,EM
Total,Ambos sexos,Venezuela,2010,5825,EM
Total,Ambos sexos,Venezuela,2009,5827,EM
Total,Ambos sexos,Venezuela,2008,4844,EM
Total,Ambos sexos,Otro país de Sudamérica,2020,1,EM
Total,Ambos sexos,Otro país de Sudamérica,2019,2,EM
Total,Ambos sexos,Otro país de Sudamérica,2018,1,EM
Total,Ambos sexos,Otro país de Sudamérica,2017,0,EM
Total,Ambos sexos,Otro país de Sudamérica,2016,14,EM
Total,Ambos sexos,Otro país de Sudamérica,2015,2,EM
Total,Ambos sexos,Otro país de Sudamérica,2014,2,EM
Total,Ambos sexos,Otro país de Sudamérica,2013,73,EM
Total,Ambos sexos,Otro país de Sudamérica,2012,NA,EM
Total,Ambos sexos,Otro país de Sudamérica,2011,1,EM
Total,Ambos sexos,Otro país de Sudamérica,2010,9,EM
Total,Ambos sexos,Otro país de Sudamérica,2009,1,EM
Total,Ambos sexos,Otro país de Sudamérica,2008,NA,EM
Total,Ambos sexos,Asia,2020,13490,EM
Total,Ambos sexos,Asia,2019,19360,EM
Total,Ambos sexos,Asia,2018,16105,EM
Total,Ambos sexos,Asia,2017,19303,EM
Total,Ambos sexos,Asia,2016,18635,EM
Total,Ambos sexos,Asia,2015,20270,EM
Total,Ambos sexos,Asia,2014,25409,EM
Total,Ambos sexos,Asia,2013,36118,EM
Total,Ambos sexos,Asia,2012,31293,EM
Total,Ambos sexos,Asia,2011,32120,EM
Total,Ambos sexos,Asia,2010,24183,EM
Total,Ambos sexos,Asia,2009,20322,EM
Total,Ambos sexos,Asia,2008,15492,EM
Total,Ambos sexos,Bangladesh,2020,143,EM
Total,Ambos sexos,Bangladesh,2019,729,EM
Total,Ambos sexos,Bangladesh,2018,170,EM
Total,Ambos sexos,Bangladesh,2017,487,EM
Total,Ambos sexos,Bangladesh,2016,429,EM
Total,Ambos sexos,Bangladesh,2015,475,EM
Total,Ambos sexos,Bangladesh,2014,1047,EM
Total,Ambos sexos,Bangladesh,2013,1739,EM
Total,Ambos sexos,Bangladesh,2012,482,EM
Total,Ambos sexos,Bangladesh,2011,1332,EM
Total,Ambos sexos,Bangladesh,2010,702,EM
Total,Ambos sexos,Bangladesh,2009,702,EM
Total,Ambos sexos,Bangladesh,2008,382,EM
Total,Ambos sexos,China,2020,5753,EM
Total,Ambos sexos,China,2019,7558,EM
Total,Ambos sexos,China,2018,6820,EM
Total,Ambos sexos,China,2017,7494,EM
Total,Ambos sexos,China,2016,7314,EM
Total,Ambos sexos,China,2015,7620,EM
Total,Ambos sexos,China,2014,9906,EM
Total,Ambos sexos,China,2013,14675,EM
Total,Ambos sexos,China,2012,13193,EM
Total,Ambos sexos,China,2011,12958,EM
Total,Ambos sexos,China,2010,10456,EM
Total,Ambos sexos,China,2009,8835,EM
Total,Ambos sexos,China,2008,6742,EM
Total,Ambos sexos,Filipinas,2020,604,EM
Total,Ambos sexos,Filipinas,2019,879,EM
Total,Ambos sexos,Filipinas,2018,786,EM
Total,Ambos sexos,Filipinas,2017,988,EM
Total,Ambos sexos,Filipinas,2016,794,EM
Total,Ambos sexos,Filipinas,2015,942,EM
Total,Ambos sexos,Filipinas,2014,1052,EM
Total,Ambos sexos,Filipinas,2013,1837,EM
Total,Ambos sexos,Filipinas,2012,1341,EM
Total,Ambos sexos,Filipinas,2011,1386,EM
Total,Ambos sexos,Filipinas,2010,1062,EM
Total,Ambos sexos,Filipinas,2009,782,EM
Total,Ambos sexos,Filipinas,2008,684,EM
Total,Ambos sexos,India,2020,1309,EM
Total,Ambos sexos,India,2019,1825,EM
Total,Ambos sexos,India,2018,1536,EM
Total,Ambos sexos,India,2017,1737,EM
Total,Ambos sexos,India,2016,1510,EM
Total,Ambos sexos,India,2015,1473,EM
Total,Ambos sexos,India,2014,1866,EM
Total,Ambos sexos,India,2013,3295,EM
Total,Ambos sexos,India,2012,3100,EM
Total,Ambos sexos,India,2011,3048,EM
Total,Ambos sexos,India,2010,2603,EM
Total,Ambos sexos,India,2009,1971,EM
Total,Ambos sexos,India,2008,1491,EM
Total,Ambos sexos,Pakistán,2020,1957,EM
Total,Ambos sexos,Pakistán,2019,3685,EM
Total,Ambos sexos,Pakistán,2018,3189,EM
Total,Ambos sexos,Pakistán,2017,4223,EM
Total,Ambos sexos,Pakistán,2016,3671,EM
Total,Ambos sexos,Pakistán,2015,4148,EM
Total,Ambos sexos,Pakistán,2014,6374,EM
Total,Ambos sexos,Pakistán,2013,9182,EM
Total,Ambos sexos,Pakistán,2012,9737,EM
Total,Ambos sexos,Pakistán,2011,9303,EM
Total,Ambos sexos,Pakistán,2010,6288,EM
Total,Ambos sexos,Pakistán,2009,5057,EM
Total,Ambos sexos,Pakistán,2008,3698,EM
Total,Ambos sexos,Otro país de Asia,2020,3724,EM
Total,Ambos sexos,Otro país de Asia,2019,4684,EM
Total,Ambos sexos,Otro país de Asia,2018,3604,EM
Total,Ambos sexos,Otro país de Asia,2017,4374,EM
Total,Ambos sexos,Otro país de Asia,2016,4917,EM
Total,Ambos sexos,Otro país de Asia,2015,5613,EM
Total,Ambos sexos,Otro país de Asia,2014,5164,EM
Total,Ambos sexos,Otro país de Asia,2013,5390,EM
Total,Ambos sexos,Otro país de Asia,2012,3438,EM
Total,Ambos sexos,Otro país de Asia,2011,4093,EM
Total,Ambos sexos,Otro país de Asia,2010,3072,EM
Total,Ambos sexos,Otro país de Asia,2009,2974,EM
Total,Ambos sexos,Otro país de Asia,2008,2495,EM
Total,Ambos sexos,Oceanía,2020,928,EM
Total,Ambos sexos,Oceanía,2019,1272,EM
Total,Ambos sexos,Oceanía,2018,1013,EM
Total,Ambos sexos,Oceanía,2017,1121,EM
Total,Ambos sexos,Oceanía,2016,1573,EM
Total,Ambos sexos,Oceanía,2015,1172,EM
Total,Ambos sexos,Oceanía,2014,1141,EM
Total,Ambos sexos,Oceanía,2013,1210,EM
Total,Ambos sexos,Oceanía,2012,931,EM
Total,Ambos sexos,Oceanía,2011,829,EM
Total,Ambos sexos,Oceanía,2010,852,EM
Total,Ambos sexos,Oceanía,2009,724,EM
Total,Ambos sexos,Oceanía,2008,699,EM
Española,Ambos sexos,Total,2020,65429,EM
Española,Ambos sexos,Total,2019,76092,EM
Española,Ambos sexos,Total,2018,79260,EM
Española,Ambos sexos,Total,2017,86827,EM
Española,Ambos sexos,Total,2016,89825,EM
Española,Ambos sexos,Total,2015,94645,EM
Española,Ambos sexos,Total,2014,80441,EM
Española,Ambos sexos,Total,2013,73329,EM
Española,Ambos sexos,Total,2012,57267,EM
Española,Ambos sexos,Total,2011,55472,EM
Española,Ambos sexos,Total,2010,40157,EM
Española,Ambos sexos,Total,2009,35990,EM
Española,Ambos sexos,Total,2008,33505,EM
Española,Ambos sexos,UE27_2020 sin España,2020,22022,EM
Española,Ambos sexos,UE27_2020 sin España,2019,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2018,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2017,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2016,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2015,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2014,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2013,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2012,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2011,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2010,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2009,NA,EM
Española,Ambos sexos,UE27_2020 sin España,2008,NA,EM
Española,Ambos sexos,UE28 sin España,2020,NA,EM
Española,Ambos sexos,UE28 sin España,2019,42214,EM
Española,Ambos sexos,UE28 sin España,2018,41023,EM
Española,Ambos sexos,UE28 sin España,2017,43973,EM
Española,Ambos sexos,UE28 sin España,2016,41138,EM
Española,Ambos sexos,UE28 sin España,2015,40316,EM
Española,Ambos sexos,UE28 sin España,2014,34612,EM
Española,Ambos sexos,UE28 sin España,2013,29291,EM
Española,Ambos sexos,UE28 sin España,2012,23491,EM
Española,Ambos sexos,UE28 sin España,2011,23827,EM
Española,Ambos sexos,UE28 sin España,2010,16969,EM
Española,Ambos sexos,UE28 sin España,2009,14902,EM
Española,Ambos sexos,UE28 sin España,2008,14929,EM
Española,Ambos sexos,Bélgica,2020,1931,EM
Española,Ambos sexos,Bélgica,2019,1850,EM
Española,Ambos sexos,Bélgica,2018,1975,EM
Española,Ambos sexos,Bélgica,2017,1988,EM
Española,Ambos sexos,Bélgica,2016,2199,EM
Española,Ambos sexos,Bélgica,2015,2820,EM
Española,Ambos sexos,Bélgica,2014,2588,EM
Española,Ambos sexos,Bélgica,2013,2501,EM
Española,Ambos sexos,Bélgica,2012,2417,EM
Española,Ambos sexos,Bélgica,2011,2273,EM
Española,Ambos sexos,Bélgica,2010,1656,EM
Española,Ambos sexos,Bélgica,2009,1472,EM
Española,Ambos sexos,Bélgica,2008,1131,EM
Española,Ambos sexos,Bulgaria,2020,54,EM
Española,Ambos sexos,Bulgaria,2019,46,EM
Española,Ambos sexos,Bulgaria,2018,40,EM
Española,Ambos sexos,Bulgaria,2017,22,EM
Española,Ambos sexos,Bulgaria,2016,40,EM
Española,Ambos sexos,Bulgaria,2015,50,EM
Española,Ambos sexos,Bulgaria,2014,27,EM
Española,Ambos sexos,Bulgaria,2013,27,EM
Española,Ambos sexos,Bulgaria,2012,34,EM
Española,Ambos sexos,Bulgaria,2011,49,EM
Española,Ambos sexos,Bulgaria,2010,38,EM
Española,Ambos sexos,Bulgaria,2009,83,EM
Española,Ambos sexos,Bulgaria,2008,54,EM
Española,Ambos sexos,Dinamarca,2020,332,EM
Española,Ambos sexos,Dinamarca,2019,497,EM
Española,Ambos sexos,Dinamarca,2018,322,EM
Española,Ambos sexos,Dinamarca,2017,333,EM
Española,Ambos sexos,Dinamarca,2016,386,EM
Española,Ambos sexos,Dinamarca,2015,538,EM
Española,Ambos sexos,Dinamarca,2014,251,EM
Española,Ambos sexos,Dinamarca,2013,220,EM
Española,Ambos sexos,Dinamarca,2012,168,EM
Española,Ambos sexos,Dinamarca,2011,151,EM
Española,Ambos sexos,Dinamarca,2010,174,EM
Española,Ambos sexos,Dinamarca,2009,158,EM
Española,Ambos sexos,Dinamarca,2008,141,EM
Española,Ambos sexos,Finlandia,2020,126,EM
Española,Ambos sexos,Finlandia,2019,163,EM
Española,Ambos sexos,Finlandia,2018,129,EM
Española,Ambos sexos,Finlandia,2017,130,EM
Española,Ambos sexos,Finlandia,2016,138,EM
Española,Ambos sexos,Finlandia,2015,242,EM
Española,Ambos sexos,Finlandia,2014,201,EM
Española,Ambos sexos,Finlandia,2013,221,EM
Española,Ambos sexos,Finlandia,2012,101,EM
Española,Ambos sexos,Finlandia,2011,140,EM
Española,Ambos sexos,Finlandia,2010,80,EM
Española,Ambos sexos,Finlandia,2009,81,EM
Española,Ambos sexos,Finlandia,2008,86,EM
Española,Ambos sexos,Francia,2020,8815,EM
Española,Ambos sexos,Francia,2019,9210,EM
Española,Ambos sexos,Francia,2018,9515,EM
Española,Ambos sexos,Francia,2017,10308,EM
Española,Ambos sexos,Francia,2016,9711,EM
Española,Ambos sexos,Francia,2015,9543,EM
Española,Ambos sexos,Francia,2014,8334,EM
Española,Ambos sexos,Francia,2013,7217,EM
Española,Ambos sexos,Francia,2012,5521,EM
Española,Ambos sexos,Francia,2011,5063,EM
Española,Ambos sexos,Francia,2010,3903,EM
Española,Ambos sexos,Francia,2009,3094,EM
Española,Ambos sexos,Francia,2008,3281,EM
Española,Ambos sexos,Irlanda,2020,887,EM
Española,Ambos sexos,Irlanda,2019,999,EM
Española,Ambos sexos,Irlanda,2018,805,EM
Española,Ambos sexos,Irlanda,2017,765,EM
Española,Ambos sexos,Irlanda,2016,822,EM
Española,Ambos sexos,Irlanda,2015,951,EM
Española,Ambos sexos,Irlanda,2014,733,EM
Española,Ambos sexos,Irlanda,2013,600,EM
Española,Ambos sexos,Irlanda,2012,450,EM
Española,Ambos sexos,Irlanda,2011,552,EM
Española,Ambos sexos,Irlanda,2010,451,EM
Española,Ambos sexos,Irlanda,2009,445,EM
Española,Ambos sexos,Irlanda,2008,504,EM
Española,Ambos sexos,Italia,2020,901,EM
Española,Ambos sexos,Italia,2019,872,EM
Española,Ambos sexos,Italia,2018,890,EM
Española,Ambos sexos,Italia,2017,885,EM
Española,Ambos sexos,Italia,2016,1129,EM
Española,Ambos sexos,Italia,2015,990,EM
Española,Ambos sexos,Italia,2014,936,EM
Española,Ambos sexos,Italia,2013,966,EM
Española,Ambos sexos,Italia,2012,853,EM
Española,Ambos sexos,Italia,2011,1007,EM
Española,Ambos sexos,Italia,2010,860,EM
Española,Ambos sexos,Italia,2009,1150,EM
Española,Ambos sexos,Italia,2008,943,EM
Española,Ambos sexos,Países Bajos,2020,1233,EM
Española,Ambos sexos,Países Bajos,2019,1496,EM
Española,Ambos sexos,Países Bajos,2018,1298,EM
Española,Ambos sexos,Países Bajos,2017,1211,EM
Española,Ambos sexos,Países Bajos,2016,1425,EM
Española,Ambos sexos,Países Bajos,2015,1425,EM
Española,Ambos sexos,Países Bajos,2014,1355,EM
Española,Ambos sexos,Países Bajos,2013,1079,EM
Española,Ambos sexos,Países Bajos,2012,881,EM
